"","A","B","C"
"2898",1,1,1
"2899",1,1,1
"2900",1,1,1
"2901",1,1,1
"2902",1,1,1
"2903",0,1,1
"2904",1,1,1
"2905",1,1,1
"2906",1,1,1
"2907",0,0,0
"2908",1,0,1
"2909",1,1,1
"2910",0,0,0
"2911",1,1,1
"2912",1,1,1
"2913",0,0,0
"2914",1,0,1
"2915",1,1,1
"2916",0,1,0
"2917",1,1,1
"2918",0,1,1
"2919",1,1,1
"2920",0,1,1
"2921",1,1,1
"2922",1,1,1
"2923",1,1,1
"2924",0,0,1
"2925",1,1,1
"2926",1,1,1
"2927",1,1,1
"2928",1,1,1
"2929",0,0,1
"2930",1,1,1
"2931",1,1,1
"2932",1,1,1
"2933",1,1,1
"2934",0,1,0
"2935",0,1,0
"2936",0,0,0
"2937",1,1,1
"2938",1,1,1
"2939",1,1,1
"2940",1,1,1
"2941",1,0,0
"2942",0,1,1
"2943",0,1,0
"2944",1,1,1
"2945",1,0,0
"2946",0,0,0
"2947",0,1,1
"2948",1,1,1
"2949",1,1,1
"2950",1,1,1
"2951",0,1,0
"2952",1,1,1
"2953",0,1,1
"2954",1,1,1
"2955",0,0,0
"2956",1,0,1
"2957",1,1,1
"2958",1,1,1
"2959",0,0,0
"2960",0,0,0
"2961",0,0,0
"2962",1,1,1
"2963",0,1,0
"2964",0,0,0
"2965",0,1,1
"2966",1,0,0
"2967",0,0,0
"2968",1,0,0
"2969",1,1,1
"2970",0,0,0
"2971",1,1,1
"2972",1,1,1
"2973",1,1,1
"2974",1,0,0
"2975",0,0,0
"2976",0,0,0
"2977",0,0,0
"2978",0,1,1
"2979",1,0,1
"2980",1,0,1
"2981",1,1,1
"2982",1,1,1
"2983",1,1,1
"2984",0,1,1
"2985",1,1,1
"2986",1,1,1
"2987",1,1,1
"2988",1,1,1
"2989",1,1,0
"2990",0,0,0
"2991",0,1,1
"2992",1,1,1
"2993",1,0,0
"2994",1,1,1
"2995",1,1,1
"2996",1,1,1
"2997",1,0,1
"2998",1,1,1
"2999",1,1,1
"3000",1,1,1
"3001",0,0,0
"3002",0,1,1
"3003",1,1,1
"3004",1,1,1
"3005",1,0,0
"3006",1,1,1
"3007",1,1,1
"3008",0,1,1
"3009",1,1,1
"3010",0,0,0
"3011",1,1,1
"3012",0,0,0
"3013",1,1,1
"3014",1,1,1
"3015",1,1,1
"3016",1,1,1
"3017",1,0,0
"3018",1,1,0
"3019",1,1,1
"3020",1,1,1
"3021",0,0,0
"3022",1,0,1
"3023",1,0,1
"3024",1,1,1
"3025",1,1,1
"3026",1,0,0
"3027",1,1,1
"3028",1,1,1
"3029",0,0,0
"3030",1,1,1
"3031",1,1,1
"3032",1,1,1
"3033",1,0,1
"3034",1,1,1
"3035",0,0,0
"3036",0,0,0
"3037",1,1,1
"3038",0,0,0
"3039",1,1,1
"3040",1,1,1
"3041",1,0,1
"3042",1,1,1
"3043",1,1,1
"3044",1,0,1
"3045",1,0,1
"3046",1,1,1
"3047",1,1,1
"3048",1,1,1
"3049",0,0,0
"3050",1,1,1
"3051",1,0,1
"3052",0,1,1
"3053",1,0,1
"3054",1,1,1
"3055",1,0,0
"3056",1,1,1
"3057",1,1,1
"3058",0,1,1
"3059",0,1,0
"3060",1,1,0
"3061",1,1,1
"3062",1,1,1
"3063",1,1,1
"3064",1,1,1
"3065",1,0,0
"3066",0,0,0
"3067",0,0,0
"3068",1,1,1
"3069",1,1,1
"3070",1,1,1
"3071",0,0,0
"3072",1,1,1
"3073",1,1,1
"3074",0,0,0
"3075",1,1,1
"3076",0,1,0
"3077",1,1,1
"3078",1,1,1
"3079",1,1,1
"3080",0,0,1
"3081",1,0,1
"3082",1,0,0
"3083",0,0,0
"3084",1,0,1
"3085",1,1,1
"3086",1,0,1
"3087",0,1,0
"3088",1,0,0
"3089",1,0,1
"3090",1,1,1
"3091",0,1,0
"3092",1,1,1
"3093",1,0,1
"3094",1,1,1
"3095",1,0,1
"3096",1,0,0
"3097",1,1,1
"3098",1,1,1
"3099",0,0,0
"3100",0,0,0
"3101",1,1,1
"3102",1,0,1
"3103",0,1,0
"3104",1,1,1
"3105",1,1,1
"3106",0,0,0
"3107",0,0,0
"3108",1,1,1
"3109",0,0,0
"3110",0,1,1
"3111",0,1,1
"3112",1,1,1
"3113",0,0,0
"3114",0,0,0
"3115",1,1,1
"3116",1,1,1
"3117",1,0,0
"3118",1,1,1
"3119",1,1,1
"3120",0,0,0
"3121",0,0,1
"3122",1,0,0
"3123",0,0,0
"3124",1,1,1
"3125",1,1,1
"3126",1,0,0
"3127",1,1,1
"3128",0,1,0
"3129",0,0,0
"3130",1,1,1
"3131",1,0,0
"3132",1,1,1
"3133",1,0,1
"3134",0,1,0
"3135",0,1,1
"3136",1,1,1
"3137",1,1,1
"3138",1,0,1
"3139",1,1,1
"3140",1,1,1
"3141",1,1,1
"3142",1,1,1
"3143",0,1,0
"3144",1,1,1
"3145",1,0,0
"3146",1,1,1
"3147",1,0,1
"3148",1,1,1
"3149",1,1,1
"3150",0,0,0
"3151",1,0,1
"3152",0,1,0
"3153",1,1,1
"3154",1,1,1
"3155",0,1,0
"3156",1,1,1
"3157",0,1,0
"3158",1,1,1
"3159",0,0,0
"3160",1,1,1
"3161",1,0,0
"3162",1,1,1
"3163",1,0,1
"3164",1,1,1
"3165",0,0,0
"3166",1,1,1
"3167",1,0,0
"3168",0,0,0
"3169",0,1,0
"3170",1,1,1
"3171",1,0,0
"3172",0,0,0
"3173",1,0,1
"3174",1,1,1
"3175",0,0,0
"3176",0,0,0
"3177",1,1,1
"3178",0,0,0
"3179",1,1,1
"3180",0,1,1
"3181",0,0,1
"3182",1,1,1
"3183",0,0,0
"3184",1,0,1
"3185",1,1,1
"3186",0,1,0
"3187",1,1,1
"3188",0,0,0
"3189",1,1,1
"3190",1,1,1
"3191",1,1,1
"3192",1,1,1
"3193",1,1,1
"3194",0,0,1
"3195",1,1,1
"3196",1,0,1
"3197",1,1,1
"3198",0,1,0
"3199",1,1,1
"3200",1,1,1
"3201",1,0,1
"3202",1,0,1
"3203",1,1,1
"3204",1,0,1
"3205",0,0,0
"3206",1,1,1
"3207",0,1,1
"3208",1,0,1
"3209",1,0,1
"3210",1,1,1
"3211",0,1,1
"3212",1,1,1
"3213",1,1,1
"3214",0,1,1
"3215",1,0,0
"3216",0,1,0
"3217",1,0,1
"3218",1,1,1
"3219",1,1,1
"3220",0,1,0
"3221",1,1,1
"3222",1,1,1
"3223",1,1,1
"3224",1,1,1
"3225",0,1,1
"3226",1,1,1
"3227",1,0,1
"3228",1,1,1
"3229",1,1,1
"3230",1,0,1
"3231",1,1,1
"3232",1,1,1
"3233",1,0,1
"3234",1,1,1
"3235",1,1,1
"3236",1,0,0
"3237",1,0,0
"3238",1,1,1
"3239",1,0,1
"3240",0,1,1
"3241",0,0,0
"3242",1,1,1
"3243",0,1,0
"3244",1,0,1
"3245",0,1,1
"3246",1,1,1
"3247",1,0,1
"3248",1,1,1
"3249",1,1,1
"3250",0,1,1
"3251",0,0,0
"3252",0,0,0
"3253",1,1,1
"3254",1,1,1
"3255",1,1,1
"3256",0,0,1
"3257",0,0,0
"3258",1,1,1
"3259",1,1,1
"3260",0,0,0
"3261",1,1,1
"3262",0,0,1
"3263",0,1,1
"3264",1,1,1
"3265",1,1,1
"3266",1,1,1
"3267",1,0,0
"3268",1,1,1
"3269",1,1,1
"3270",0,1,1
"3271",1,1,1
"3272",1,1,1
"3273",1,1,1
"3274",1,1,1
"3275",0,0,0
"3276",1,1,1
"3277",1,1,1
"3278",0,1,1
"3279",1,1,1
"3280",0,1,1
"3281",1,1,0
"3282",0,0,0
"3283",1,1,1
"3284",1,1,1
"3285",1,1,1
"3286",1,0,0
"3287",1,1,1
"3288",1,1,1
"3289",1,0,0
"3290",0,1,1
"3291",1,0,0
"3292",1,1,1
"3293",0,1,0
"3294",0,1,0
"3295",0,1,0
"3296",1,1,1
"3297",1,0,1
"3298",1,1,1
"3299",1,1,1
"3300",0,0,0
"3301",1,1,1
"3302",1,0,1
"3303",1,1,1
"3304",0,0,0
"3305",0,1,1
"3306",0,0,0
"3307",0,0,0
"3308",1,1,1
"3309",1,1,1
"3310",0,0,0
"3311",0,1,1
"3312",1,1,1
"3313",1,1,1
"3314",1,1,1
"3315",1,1,1
"3316",1,1,1
"3317",0,1,1
"3318",1,1,0
"3319",0,0,0
"3320",1,0,1
"3321",1,1,1
"3322",1,1,1
"3323",0,0,0
"3324",1,0,1
"3325",1,0,1
"3326",1,1,1
"3327",1,1,1
"3328",1,0,0
"3329",1,1,1
"3330",1,1,1
"3331",0,1,0
"3332",1,1,1
"3333",1,0,0
"3334",1,1,1
"3335",1,1,1
"3336",0,1,0
"3337",1,1,1
"3338",1,0,1
"3339",1,0,0
"3340",1,0,1
"3341",0,0,0
"3342",1,1,1
"3343",1,1,1
"3344",1,1,1
"3345",0,0,0
"3346",1,1,1
"3347",0,0,0
"3348",1,1,1
"3349",0,0,0
"3350",1,1,1
"3351",1,1,1
"3352",0,0,0
"3353",1,1,1
"3354",0,0,0
"3355",1,1,1
"3356",0,0,0
"3357",0,0,0
"3358",1,1,0
"3359",0,1,1
"3360",1,1,1
"3361",1,1,1
"3362",1,1,1
"3363",1,1,1
"3364",1,1,1
"3365",0,1,1
"3366",0,1,0
"3367",0,0,1
"3368",1,1,1
"3369",0,0,0
"3370",1,1,1
"3371",0,1,1
"3372",1,1,1
"3373",1,1,1
"3374",1,1,1
"3375",1,0,1
"3376",1,1,1
"3377",1,1,1
"3378",0,0,0
"3379",1,0,1
"3380",1,1,1
"3381",0,1,0
"3382",1,0,1
"3383",1,0,1
"3384",0,0,0
"3385",1,0,0
"3386",0,0,0
"3387",1,1,1
"3388",1,1,1
"3389",0,1,1
"3390",0,1,1
"3391",1,1,1
"3392",1,1,1
"3393",1,1,1
"3394",0,0,0
"3395",1,1,1
"3396",0,0,0
"3397",1,1,1
"3398",1,1,1
"3399",1,1,1
"3400",1,1,1
"3401",1,1,1
"3402",1,1,1
"3403",1,1,1
"3404",1,1,1
"3405",1,0,1
"3406",1,1,0
"3407",1,1,1
"3408",1,1,0
"3409",0,1,1
"3410",1,0,1
"3411",1,0,1
"3412",1,0,1
"3413",0,0,0
"3414",1,1,1
"3415",1,1,1
"3416",0,0,0
"3417",1,1,1
"3418",0,0,0
"3419",1,0,1
"3420",1,1,1
"3421",0,0,0
"3422",1,1,1
"3423",0,0,0
"3424",0,0,0
"3425",0,0,0
"3426",1,1,1
"3427",1,1,1
"3428",1,1,1
"3429",0,1,1
"3430",1,0,1
"3431",1,0,1
"3432",0,1,1
"3433",1,0,1
"3434",0,0,0
"3435",1,1,1
"3436",0,0,1
"3437",1,1,1
"3438",0,0,0
"3439",1,0,0
"3440",0,0,0
"3441",0,0,1
"3442",0,1,1
"3443",0,0,0
"3444",0,0,1
"3445",0,0,0
"3446",1,1,1
"3447",1,1,1
"3448",0,0,0
"3449",1,1,1
"3450",1,0,1
"3451",0,0,0
"3452",1,1,1
"3453",1,0,1
"3454",1,0,1
"3455",1,1,1
"3456",1,1,1
"3457",1,1,1
"3458",0,0,0
"3459",1,1,1
"3460",1,1,1
"3461",1,1,1
"3462",0,1,1
"3463",0,0,0
"3464",1,0,0
"3465",1,1,1
"3466",1,1,1
"3467",0,0,1
"3468",0,1,1
"3469",1,0,1
"3470",1,0,1
"3471",1,1,1
"3472",0,1,1
"3473",0,1,0
"3474",1,1,1
"3475",1,1,1
"3476",1,1,1
"3477",1,1,1
"3478",1,1,1
"3479",1,0,1
"3480",1,0,0
"3481",0,1,0
"3482",0,0,0
"3483",1,1,1
"3484",1,1,1
"3485",0,0,0
"3486",0,0,0
"3487",0,0,0
"3488",0,0,0
"3489",1,1,1
"3490",0,0,0
"3491",0,1,0
"3492",0,1,1
"3493",1,0,0
"3494",0,1,0
"3495",1,1,1
"3496",0,0,0
"3497",0,1,1
"3498",0,0,0
"3499",1,1,1
"3500",1,0,1
"3501",1,0,1
"3502",1,1,0
"3503",1,0,1
"3504",1,1,1
"3505",0,0,1
"3506",1,1,1
"3507",0,0,0
"3508",0,1,1
"3509",1,1,1
"3510",0,0,0
"3511",0,1,0
"3512",1,0,1
"3513",0,1,1
"3514",0,0,0
"3515",1,0,0
"3516",1,1,1
"3517",1,1,1
"3518",1,0,1
"3519",1,0,1
"3520",1,1,1
"3521",1,0,1
"3522",1,0,1
"3523",0,0,0
"3524",1,0,1
"3525",0,0,0
"3526",1,1,1
"3527",0,1,0
"3528",1,1,1
"3529",1,1,1
"3530",1,1,0
"3531",0,1,1
"3532",1,1,1
"3533",1,1,1
"3534",0,1,1
"3535",1,1,1
"3536",0,1,1
"3537",0,0,0
"3538",0,0,0
"3539",0,0,0
"3540",0,1,1
"3541",0,0,0
"3542",0,1,1
"3543",1,0,1
"3544",1,1,0
"3545",1,1,1
"3546",1,1,1
"3547",0,0,0
"3548",1,1,1
"3549",0,0,0
"3550",0,0,0
"3551",1,1,1
"3552",0,1,1
"3553",1,1,1
"3554",1,0,1
"3555",1,1,1
"3556",0,1,1
"3557",0,1,1
"3558",1,1,1
"3559",1,0,1
"3560",0,1,0
"3561",1,1,1
"3562",0,0,0
"3563",0,0,0
"3564",0,0,0
"3565",1,1,1
"3566",1,1,1
"3567",1,1,1
"3568",0,0,1
"3569",0,1,0
"3570",1,1,1
"3571",0,0,0
"3572",1,1,1
"3573",1,1,1
"3574",1,0,1
"3575",1,1,1
"3576",0,1,0
"3577",1,0,1
"3578",0,0,0
"3579",0,0,0
"3580",1,1,1
"3581",0,1,1
"3582",1,1,1
"3583",0,1,1
"3584",1,1,1
"3585",0,0,0
"3586",0,0,0
"3587",1,1,1
"3588",1,1,1
"3589",1,1,1
"3590",1,0,1
"3591",0,1,1
"3592",0,0,0
"3593",1,1,1
"3594",1,1,1
"3595",1,1,1
"3596",0,0,0
"3597",1,1,1
"3598",1,1,1
"3599",1,0,1
"3600",1,1,1
"3601",0,0,0
"3602",1,0,0
"3603",1,1,1
"3604",1,1,1
"3605",1,1,1
"3606",1,1,1
"3607",1,1,1
"3608",1,1,1
"3609",1,1,0
"3610",1,1,1
"3611",1,1,1
"3612",0,1,1
"3613",0,0,0
"3614",0,1,0
"3615",0,1,1
"3616",1,0,1
"3617",0,0,0
"3618",0,0,0
"3619",0,0,0
"3620",0,0,0
"3621",1,1,1
"3622",1,1,1
"3623",1,1,1
"3624",1,1,1
"3625",0,1,1
"3626",1,1,1
"3627",0,1,0
"3628",0,1,0
"3629",1,1,1
"3630",1,1,1
"3631",1,1,1
"3632",0,1,1
"3633",1,1,1
"3634",1,1,1
"3635",0,0,0
"3636",0,1,1
"3637",1,1,1
"3638",0,0,1
"3639",1,1,1
"3640",1,0,1
"3641",1,1,1
"3642",1,1,1
"3643",1,1,1
"3644",0,1,1
"3645",1,0,0
"3646",1,1,1
"3647",1,1,0
"3648",1,1,1
"3649",1,1,1
"3650",1,1,1
"3651",1,1,1
"3652",1,1,1
"3653",1,1,1
"3654",1,1,1
"3655",0,1,1
"3656",1,1,1
"3657",0,1,1
"3658",1,1,1
"3659",1,0,1
"3660",1,1,1
"3661",0,1,1
"3662",1,0,1
"3663",1,1,1
"3664",0,1,1
"3665",1,1,1
"3666",1,1,1
"3667",0,0,0
"3668",0,0,0
"3669",0,0,0
"3670",1,0,0
"3671",1,1,1
"3672",0,0,1
"3673",1,1,1
"3674",0,0,0
"3675",0,1,1
"3676",1,1,1
"3677",1,1,1
"3678",1,1,1
"3679",1,1,1
"3680",0,0,1
"3681",0,0,0
"3682",1,1,1
"3683",1,1,1
"3684",1,1,1
"3685",1,1,1
"3686",1,1,1
"3687",1,0,1
"3688",0,1,1
"3689",1,1,1
"3690",0,1,1
"3691",0,0,0
"3692",0,1,0
"3693",1,0,1
"3694",0,0,0
"3695",1,1,1
"3696",1,0,0
"3697",1,0,1
"3698",1,1,1
"3699",0,1,0
"3700",1,1,1
"3701",1,1,1
"3702",1,1,1
"3703",1,1,1
"3704",0,1,0
"3705",1,1,1
"3706",0,0,0
"3707",0,1,1
"3708",0,1,0
"3709",1,1,1
"3710",0,0,0
"3711",1,1,1
"3712",0,1,0
"3713",0,0,0
"3714",1,1,1
"3715",0,0,0
"3716",1,1,0
"3717",1,1,1
"3718",1,0,1
"3719",0,0,0
"3720",1,1,1
"3721",0,0,0
"3722",1,1,1
"3723",0,1,1
"3724",1,1,1
"3725",0,1,1
"3726",1,1,1
"3727",0,0,0
"3728",0,0,0
"3729",1,1,1
"3730",1,1,1
"3731",1,0,1
"3732",0,1,0
"3733",1,1,1
"3734",1,1,1
"3735",1,1,1
"3736",1,1,1
"3737",1,1,1
"3738",1,1,1
"3739",0,0,0
"3740",1,1,1
"3741",0,1,1
"3742",1,0,1
"3743",1,0,1
"3744",1,0,1
"3745",1,1,1
"3746",0,0,0
"3747",0,0,1
"3748",0,1,0
"3749",1,1,1
"3750",1,1,1
"3751",0,1,0
"3752",1,1,1
"3753",0,1,0
"3754",0,1,1
"3755",0,1,1
"3756",0,0,0
"3757",1,1,1
"3758",0,1,0
"3759",1,1,1
"3760",1,1,1
"3761",1,1,1
"3762",1,0,1
"3763",1,1,1
"3764",0,0,0
"3765",1,1,1
"3766",0,0,0
"3767",1,1,1
"3768",1,1,1
"3769",1,0,0
"3770",0,0,0
"3771",0,1,1
"3772",0,0,0
"3773",1,1,1
"3774",0,1,0
"3775",1,1,1
"3776",1,1,1
"3777",1,1,1
"3778",0,1,1
"3779",1,1,1
"3780",0,0,0
"3781",1,1,1
"3782",1,0,0
"3783",1,0,1
"3784",0,1,0
"3785",1,0,1
"3786",0,1,1
"3787",1,1,1
"3788",0,0,0
"3789",1,1,1
"3790",1,1,1
"3791",1,1,1
"3792",1,0,0
"3793",0,1,1
"3794",1,1,1
"3795",1,0,0
"3796",0,1,1
"3797",1,0,1
"3798",0,1,1
"3799",0,1,0
"3800",1,1,1
"3801",0,0,1
"3802",0,1,1
"3803",1,1,1
"3804",0,0,0
"3805",1,1,1
"3806",1,1,1
"3807",1,1,1
"3808",1,1,1
"3809",0,0,0
"3810",1,1,1
"3811",0,1,1
"3812",0,1,1
"3813",1,1,1
"3814",1,1,1
"3815",1,1,1
"3816",0,0,0
"3817",1,1,1
"3818",0,0,0
"3819",1,1,1
"3820",1,0,0
"3821",1,1,1
"3822",0,1,1
"3823",1,1,1
"3824",1,1,1
"3825",1,1,1
"3826",1,1,0
"3827",1,0,1
"3828",0,1,1
"3829",1,1,1
"3830",0,0,0
"3831",1,1,1
"3832",1,1,1
"3833",0,0,0
"3834",0,0,0
"3835",1,0,1
"3836",1,1,1
"3837",1,1,1
"3838",1,0,1
"3839",0,0,0
"3840",1,1,1
"3841",1,1,1
"3842",1,1,1
"3843",1,0,1
"3844",1,1,1
"3845",1,1,1
"3846",1,0,0
"3847",1,1,1
"3848",0,0,0
"3849",0,0,0
"3850",1,1,1
"3851",1,1,1
"3852",1,1,1
"3853",1,1,1
"3854",1,1,1
"3855",1,1,1
"3856",0,1,1
"3857",0,1,1
"3858",0,1,1
"3859",0,1,0
"3860",1,1,1
"3861",1,1,1
"3862",1,1,1
"3863",0,0,0
"3864",1,1,1
"3865",1,1,1
"3866",1,1,1
"3867",1,1,1
"3868",0,1,1
"3869",1,0,0
"3870",1,1,1
"3871",0,1,0
"3872",1,1,1
"3873",1,1,1
"3874",1,0,1
"3875",1,1,1
"3876",1,1,1
"3877",1,0,1
"3878",0,0,0
"3879",0,0,0
"3880",0,0,0
"3881",1,0,0
"3882",0,1,0
"3883",0,1,1
"3884",1,1,1
"3885",1,1,1
"3886",0,0,0
"3887",1,1,1
"3888",1,1,1
"3889",0,0,0
"3890",0,0,0
"3891",0,1,1
"3892",1,0,0
"3893",0,0,0
"3894",1,0,0
"3895",1,1,1
"3896",1,1,1
"3897",0,0,0
"3898",1,1,1
"3899",1,1,1
"3900",1,1,0
"3901",1,1,1
"3902",1,1,1
"3903",1,0,0
"3904",1,1,1
"3905",0,1,1
"3906",1,1,1
"3907",1,0,0
"3908",1,1,1
"3909",1,1,1
"3910",0,0,0
"3911",1,1,1
"3912",0,0,0
"3913",1,0,1
"3914",1,1,1
"3915",1,1,1
"3916",1,1,1
"3917",1,1,1
"3918",1,1,1
"3919",0,1,1
"3920",1,0,1
"3921",1,1,1
"3922",1,0,0
"3923",1,1,1
"3924",1,1,1
"3925",0,1,1
"3926",0,0,0
"3927",0,0,0
"3928",1,1,1
"3929",0,1,1
"3930",1,1,1
"3931",1,1,1
"3932",0,0,0
"3933",1,1,1
"3934",1,0,1
"3935",1,1,1
"3936",1,1,1
"3937",1,1,1
"3938",1,1,1
"3939",0,0,1
"3940",0,0,0
"3941",1,0,0
"3942",0,1,0
"3943",0,1,1
"3944",1,1,1
"3945",1,1,1
"3946",0,0,0
"3947",0,0,0
"3948",1,1,1
"3949",0,1,0
"3950",1,0,1
"3951",1,1,1
"3952",1,1,1
"3953",1,1,1
"3954",1,1,1
"3955",0,1,0
"3956",1,1,1
"3957",1,1,1
"3958",1,0,1
"3959",1,1,1
"3960",1,1,1
"3961",0,1,1
"3962",1,0,0
"3963",1,1,1
"3964",0,0,1
"3965",1,1,1
"3966",1,1,1
"3967",0,0,0
"3968",1,1,1
"3969",1,0,0
"3970",1,1,1
"3971",1,1,1
"3972",0,0,0
"3973",0,1,0
"3974",0,0,0
"3975",1,0,1
"3976",0,1,1
"3977",1,1,1
"3978",1,1,1
"3979",1,0,1
"3980",1,0,0
"3981",0,1,1
"3982",1,1,1
"3983",0,1,1
"3984",1,1,1
"3985",1,1,1
"3986",0,1,1
"3987",0,0,0
"3988",1,1,1
"3989",0,1,0
"3990",1,1,1
"3991",0,0,0
"3992",1,1,1
"3993",1,1,1
"3994",0,0,0
"3995",0,1,1
"3996",1,1,1
"3997",1,0,0
"3998",0,0,0
"3999",0,0,0
"4000",0,0,0
"4001",1,0,0
"4002",0,0,0
"4003",1,0,0
"4004",1,1,1
"4005",1,0,1
"4006",1,0,1
"4007",1,1,1
"4008",1,1,1
"4009",0,1,1
"4010",0,1,0
"4011",0,0,0
"4012",1,1,1
"4013",0,0,0
"4014",1,1,1
"4015",1,1,1
"4016",1,1,1
"4017",0,0,0
"4018",0,1,1
"4019",1,1,1
"4020",1,1,1
"4021",1,0,1
"4022",0,1,1
"4023",1,1,1
"4024",1,1,1
"4025",0,1,1
"4026",1,1,1
"4027",1,1,1
"4028",1,0,1
"4029",0,0,0
"4030",0,1,0
"4031",1,1,1
"4032",0,0,0
"4033",1,1,1
"4034",1,1,1
"4035",1,1,1
"4036",1,1,1
"4037",1,1,1
"4038",1,0,1
"4039",1,0,1
"4040",0,0,0
"4041",0,1,0
"4042",1,0,1
"4043",0,0,0
"4044",1,1,0
"4045",0,0,0
"4046",1,0,0
"4047",1,1,1
"4048",1,1,1
"4049",0,1,1
"4050",1,1,1
"4051",1,1,1
"4052",1,1,1
"4053",1,0,0
"4054",0,0,0
"4055",1,1,1
"4056",0,0,0
"4057",1,1,1
"4058",1,1,1
"4059",0,0,0
"4060",1,1,1
"4061",0,1,0
"4062",1,1,1
"4063",0,1,1
"4064",0,0,0
"4065",0,1,1
"4066",1,1,1
"4067",1,1,1
"4068",0,1,0
"4069",0,0,0
"4070",0,1,1
"4071",1,1,1
"4072",0,1,1
"4073",1,1,1
"4074",1,0,0
"4075",1,0,1
"4076",1,0,1
"4077",1,1,1
"4078",1,1,1
"4079",0,0,0
"4080",0,0,1
"4081",0,0,0
"4082",1,1,1
"4083",0,0,1
"4084",0,0,0
"4085",0,0,0
"4086",1,1,1
"4087",1,0,1
"4088",0,0,1
"4089",1,0,1
"4090",0,0,0
"4091",0,1,1
"4092",1,1,1
"4093",1,1,1
"4094",1,1,0
"4095",0,1,0
"4096",1,1,1
"4097",1,1,1
"4098",1,1,1
"4099",0,0,0
"4100",1,1,1
"4101",1,0,1
"4102",1,1,1
"4103",0,0,0
"4104",1,0,1
"4105",0,1,0
"4106",0,1,0
"4107",1,1,1
"4108",0,0,0
"4109",1,0,1
"4110",0,0,0
"4111",1,1,1
"4112",1,1,1
"4113",1,1,1
"4114",1,1,1
"4115",1,1,1
"4116",0,0,0
"4117",1,0,1
"4118",0,1,1
"4119",0,1,1
"4120",0,0,0
"4121",1,0,0
"4122",1,1,1
"4123",1,1,1
"4124",1,1,1
"4125",1,1,1
"4126",0,0,0
"4127",0,1,1
"4128",0,0,0
"4129",0,0,0
"4130",0,1,0
"4131",1,1,1
"4132",1,1,1
"4133",0,1,0
"4134",0,1,1
"4135",0,1,0
"4136",0,0,0
"4137",1,1,1
"4138",1,1,1
"4139",1,1,1
"4140",0,0,0
"4141",0,1,0
"4142",1,0,0
"4143",1,0,0
"4144",1,0,0
"4145",1,1,1
"4146",1,1,1
"4147",1,1,1
"4148",0,0,0
"4149",0,1,1
"4150",1,1,1
"4151",1,1,1
"4152",1,1,1
"4153",1,1,1
"4154",0,1,0
"4155",1,1,1
"4156",1,1,1
"4157",0,0,0
"4158",0,0,0
"4159",1,1,1
"4160",1,1,1
"4161",1,0,1
"4162",1,1,1
"4163",0,0,0
"4164",0,1,1
"4165",0,1,1
"4166",1,0,0
"4167",1,1,1
"4168",1,1,1
"4169",1,1,1
"4170",1,1,1
"4171",1,1,1
"4172",1,1,1
"4173",1,1,1
"4174",1,1,1
"4175",1,1,1
"4176",1,0,1
"4177",0,0,0
"4178",0,0,0
"4179",1,0,1
"4180",0,1,0
"4181",1,0,1
"4182",0,0,1
"4183",0,1,1
"4184",1,1,1
"4185",1,0,1
"4186",1,1,1
"4187",1,0,1
"4188",0,1,0
"4189",1,1,1
"4190",1,1,1
"4191",0,1,0
"4192",0,0,0
"4193",0,0,0
"4194",1,1,1
"4195",1,1,1
"4196",1,1,1
"4197",1,1,1
"4198",0,1,1
"4199",1,0,1
"4200",1,1,1
"4201",1,1,1
"4202",1,1,1
"4203",1,0,1
"4204",0,0,0
"4205",1,1,1
"4206",1,1,1
"4207",1,0,1
"4208",1,1,1
"4209",1,1,1
"4210",0,0,0
"4211",1,1,1
"4212",0,1,1
"4213",0,0,0
"4214",0,0,0
"4215",1,1,1
"4216",0,0,1
"4217",0,1,1
"4218",1,1,1
"4219",1,1,1
"4220",1,0,0
"4221",1,0,1
"4222",0,0,0
"4223",0,0,0
"4224",1,1,1
"4225",1,1,1
"4226",1,1,1
"4227",0,0,0
"4228",1,1,1
"4229",1,1,1
"4230",1,1,1
"4231",1,1,1
"4232",1,1,1
"4233",1,1,1
"4234",0,0,0
"4235",0,0,0
"4236",1,1,1
"4237",0,1,1
"4238",1,1,0
"4239",1,1,1
"4240",0,0,0
"4241",1,1,1
"4242",0,0,0
"4243",1,0,1
"4244",1,1,1
"4245",0,0,0
"4246",1,0,1
"4247",1,0,0
"4248",1,1,1
"4249",1,1,1
"4250",1,0,1
"4251",1,0,1
"4252",0,1,0
"4253",0,0,0
"4254",1,1,1
"4255",0,0,0
"4256",0,1,1
"4257",0,0,0
"4258",0,0,1
"4259",1,1,1
"4260",0,1,1
"4261",1,1,0
"4262",0,0,1
"4263",1,0,1
"4264",0,0,0
"4265",1,1,1
"4266",0,0,0
"4267",1,1,1
"4268",0,0,0
"4269",0,1,0
"4270",1,1,1
"4271",1,1,0
"4272",1,1,1
"4273",1,0,1
"4274",1,1,1
"4275",1,1,1
"4276",0,0,0
"4277",0,0,0
"4278",0,1,1
"4279",1,1,1
"4280",1,1,1
"4281",0,0,0
"4282",1,1,1
"4283",0,0,0
"4284",1,0,0
"4285",0,0,0
"4286",0,0,0
"4287",1,1,1
"4288",0,1,1
"4289",1,0,1
"4290",1,1,1
"4291",1,1,1
"4292",1,0,0
"4293",1,1,1
"4294",1,1,1
"4295",0,0,0
"4296",0,1,1
